user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_58412,s_394554,"2017/8/14 12:10",122.346406,31.83483,m_690
u_110841,s_2038606,"2017/8/14 13:00",122.346887,31.834537,m_690
u_117541,s_1719280,"2017/8/14 17:30",122.346986,31.834892,m_690
u_147616,s_1587,"2017/8/14 13:10",122.346965,31.834859,m_690
u_203423,s_149642,"2017/8/14 8:40",122.346946,31.834568,m_690
u_203423,s_298312,"2017/8/14 14:00",122.346277,31.834724,m_690
u_380841,s_304431,"2017/8/14 22:20",122.346258,31.835106,m_690
u_432107,s_12639,"2017/8/14 14:30",122.347136,31.834184,m_690
u_453482,s_698115,"2017/8/14 12:30",122.346122,31.83439,m_690
u_500149,s_240723,"2017/8/14 13:00",122.347275,31.833667,m_690
u_607136,s_3975589,"2017/8/14 13:10",122.347188,31.834195,m_690
u_607136,s_3578421,"2017/8/14 12:40",122.347502,31.833895,m_690
u_654148,s_389825,"2017/8/14 12:10",122.347011,31.834861,m_690
u_654148,s_555720,"2017/8/14 11:40",122.346642,31.834216,m_690
u_654148,s_44188,"2017/8/14 15:30",122.346879,31.834435,m_690
u_654148,s_94841,"2017/8/14 11:30",122.346898,31.834565,m_690
u_836287,s_287617,"2017/8/14 21:10",122.346469,31.83428,m_690
u_836287,s_149642,"2017/8/14 20:10",122.346948,31.834575,m_690
u_836287,s_389825,"2017/8/14 20:30",122.346919,31.834604,m_690
u_920803,s_94841,"2017/8/14 20:00",122.346716,31.834438,m_690
u_1248077,s_298312,"2017/8/14 18:20",122.346654,31.834982,m_690
u_1271571,s_5947,"2017/8/14 12:10",122.347299,31.833671,m_690
u_1378249,s_1910011,"2017/8/14 19:00",122.346546,31.834225,m_690
u_1446679,s_217698,"2017/8/14 20:10",122.346566,31.834122,m_690
u_1446679,s_217698,"2017/8/14 20:10",122.346492,31.834222,m_690
u_1446679,s_287617,"2017/8/14 20:50",122.346469,31.834279,m_690
u_1450628,s_221357,"2017/8/14 10:50",122.346597,31.834492,m_690
u_2142377,s_389825,"2017/8/14 12:40",122.346875,31.834531,m_690
u_2859840,s_3221,"2017/8/14 19:20",122.346953,31.833704,m_690
u_2956947,s_3708022,"2017/8/14 20:40",122.347666,31.834028,m_690
u_3449788,s_12639,"2017/8/14 16:50",122.347108,31.834166,m_690
u_3495545,s_75575,"2017/8/14 13:20",122.346925,31.833954,m_690
u_3595252,s_149642,"2017/8/14 8:20",122.346945,31.834564,m_690
u_4370375,s_162065,"2017/8/14 12:50",122.347604,31.834118,m_690
u_4463630,s_645725,"2017/8/14 10:50",122.346963,31.834785,m_690
u_4709233,s_240723,"2017/8/14 18:30",122.347326,31.833678,m_690
u_5509561,s_480033,"2017/8/14 14:00",122.347598,31.834103,m_690
u_8382508,s_57280,"2017/8/14 14:40",122.346683,31.83361,m_690
u_8661981,s_298312,"2017/8/14 11:50",122.346424,31.834831,m_690
u_8661981,s_298312,"2017/8/14 11:50",122.346277,31.834724,m_690
u_8661981,s_298312,"2017/8/14 11:50",122.346277,31.834724,m_690
