user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_125636,s_75184,"2017/8/31 19:10",122.346521,31.834419,m_690
u_150215,s_824128,"2017/8/31 12:10",122.346727,31.834902,m_690
u_169291,s_149642,"2017/8/31 11:10",122.346938,31.834582,m_690
u_202629,s_70432,"2017/8/31 9:50",122.347467,31.833706,m_690
u_255492,s_57280,"2017/8/31 11:50",122.346667,31.833542,m_690
u_352435,s_511059,"2017/8/31 14:50",122.346567,31.834426,m_690
u_439702,s_3578421,"2017/8/31 12:30",122.347558,31.833814,m_690
u_448234,s_405021,"2017/8/31 12:00",122.346343,31.834886,m_690
u_448234,s_70432,"2017/8/31 10:20",122.347475,31.833696,m_690
u_1095693,s_16473,"2017/8/31 19:20",122.346683,31.833613,m_690
u_1119695,s_149642,"2017/8/31 11:30",122.346948,31.834573,m_690
u_1119695,s_149642,"2017/8/31 9:20",122.34673,31.834433,m_690
u_1321160,s_162065,"2017/8/31 13:30",122.347602,31.834117,m_690
u_1725584,s_211875,"2017/8/31 11:30",122.347279,31.834876,m_690
u_2081184,s_1756,"2017/8/31 11:20",122.346651,31.833528,m_690
u_2176684,s_1425466,"2017/8/31 13:00",122.346107,31.834448,m_690
u_2638111,s_240723,"2017/8/31 13:10",122.347315,31.833677,m_690
u_2638111,s_767494,"2017/8/31 13:30",122.347493,31.833885,m_690
u_2822188,s_70432,"2017/8/31 14:20",122.347477,31.833694,m_690
u_2856333,s_389825,"2017/8/31 18:40",122.346563,31.834211,m_690
u_3003931,s_698115,"2017/8/31 17:20",122.346118,31.83439,m_690
u_3012141,s_82862,"2017/8/31 20:30",122.346716,31.834971,m_690
u_3044604,s_455479,"2017/8/31 19:50",122.346073,31.834273,m_690
u_3113781,s_149642,"2017/8/31 13:10",122.34693,31.834557,m_690
u_3176042,s_3911669,"2017/8/31 19:20",122.346771,31.83363,m_690
u_3731833,s_3911669,"2017/8/31 10:40",122.346771,31.83363,m_690
u_4378262,s_1217813,"2017/8/31 20:20",122.346677,31.834817,m_690
u_4659722,s_298312,"2017/8/31 19:40",122.346992,31.834869,m_690
u_4808181,s_767494,"2017/8/31 19:20",122.347454,31.833758,m_690
u_5127886,s_9147,"2017/8/31 10:50",122.346585,31.834157,m_690
u_5572744,s_511059,"2017/8/31 19:20",122.346466,31.834409,m_690
u_5913979,s_3836242,"2017/8/31 10:50",122.347905,31.835361,m_690
u_6703623,s_455479,"2017/8/31 13:20",122.346152,31.834069,m_690
u_6974777,s_149642,"2017/8/31 9:10",122.346943,31.834577,m_690
u_8719405,s_321001,"2017/8/31 13:40",122.346911,31.833873,m_690
u_8787002,s_149642,"2017/8/31 17:40",122.346958,31.834528,m_690
u_8913468,s_3875945,"2017/8/31 14:00",122.34627,31.834297,m_690
u_9019354,s_298312,"2017/8/31 11:40",122.346366,31.834793,m_690
u_10626126,s_405021,"2017/8/31 11:40",122.346267,31.834696,m_690
u_10791452,s_267330,"2017/8/31 17:10",122.346267,31.834696,m_690
u_10978525,s_3609851,"2017/8/31 19:20",122.347597,31.834036,m_690
u_12728999,s_149642,"2017/8/31 9:00",122.346938,31.834578,m_690
u_13657741,s_149642,"2017/8/31 14:30",122.346817,31.83446,m_690
u_13657741,s_149642,"2017/8/31 14:10",122.346817,31.83446,m_690
u_13657741,s_149642,"2017/8/31 14:30",122.346932,31.834643,m_690
u_13657741,s_149642,"2017/8/31 14:10",122.346932,31.834643,m_690
u_14382873,s_71589,"2017/8/31 13:40",122.346799,31.833691,m_690
u_14695523,s_3345001,"2017/8/31 15:50",122.346934,31.834816,m_690
u_15559436,s_304431,"2017/8/31 13:20",122.347035,31.834888,m_690
u_16490207,s_5947,"2017/8/31 19:40",122.347301,31.833669,m_690
u_16663449,s_3697,"2017/8/31 18:00",122.346471,31.834345,m_690
u_17673161,s_486541,"2017/8/31 13:10",122.346996,31.835164,m_690
u_18034323,s_3840220,"2017/8/31 12:00",122.346205,31.834908,m_690
u_18102177,s_217698,"2017/8/31 11:40",122.346532,31.834196,m_690
u_18314594,s_211875,"2017/8/31 20:50",122.347279,31.834876,m_690
u_18903683,s_796974,"2017/8/31 12:40",122.347287,31.834884,m_690
