user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_46807,s_645725,"2017/8/22 16:50",122.346948,31.834531,m_690
u_65787,s_149642,"2017/8/22 8:00",122.346947,31.834565,m_690
u_86919,s_287617,"2017/8/22 10:10",122.346469,31.834281,m_690
u_203423,s_455479,"2017/8/22 12:20",122.346121,31.834064,m_690
u_203423,s_149642,"2017/8/22 8:40",122.346958,31.834528,m_690
u_203423,s_298312,"2017/8/22 18:00",122.346132,31.834846,m_690
u_255024,s_3578421,"2017/8/22 9:30",122.347518,31.833856,m_690
u_256603,s_149642,"2017/8/22 18:30",122.346786,31.834457,m_690
u_329570,s_645725,"2017/8/22 17:40",122.346634,31.834896,m_690
u_363762,s_221357,"2017/8/22 18:40",122.347295,31.834048,m_690
u_363762,s_3697,"2017/8/22 19:10",122.346466,31.834309,m_690
u_448234,s_217698,"2017/8/22 19:40",122.346562,31.834155,m_690
u_450136,s_9147,"2017/8/22 16:50",122.346555,31.834209,m_690
u_723068,s_555720,"2017/8/22 17:10",122.346675,31.834483,m_690
u_772493,s_3609851,"2017/8/22 18:30",122.3476,31.834055,m_690
u_818797,s_824128,"2017/8/22 11:50",122.3466,31.834839,m_690
u_868394,s_221357,"2017/8/22 14:40",122.346542,31.83442,m_690
u_868394,s_221357,"2017/8/22 14:40",122.347229,31.834195,m_690
u_995401,s_1091614,"2017/8/22 15:30",122.346512,31.834237,m_690
u_995401,s_1091614,"2017/8/22 12:30",122.346806,31.834358,m_690
u_995401,s_1091614,"2017/8/22 15:30",122.346806,31.834358,m_690
u_995401,s_1091614,"2017/8/22 12:30",122.346512,31.834237,m_690
u_1125966,s_850768,"2017/8/22 12:50",122.347668,31.833971,m_690
u_1242432,s_149642,"2017/8/22 12:20",122.346946,31.83458,m_690
u_1295892,s_287617,"2017/8/22 10:00",122.346473,31.83427,m_690
u_1378249,s_1910011,"2017/8/22 18:50",122.346699,31.834375,m_690
u_1446679,s_767494,"2017/8/22 13:30",122.347231,31.834143,m_690
u_1791950,s_304431,"2017/8/22 18:30",122.346218,31.835107,m_690
u_1858416,s_5947,"2017/8/22 13:20",122.347315,31.833673,m_690
u_1878781,s_287617,"2017/8/22 12:00",122.346468,31.834285,m_690
