user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_44820,s_63055,"2017/8/1 13:10",122.346904,31.835086,m_690
u_70291,s_389825,"2017/8/1 18:40",122.346913,31.834591,m_690
u_86919,s_149642,"2017/8/1 9:00",122.346944,31.834566,m_690
u_152954,s_287617,"2017/8/1 18:10",122.346468,31.834287,m_690
u_233938,s_3345001,"2017/8/1 20:00",122.34699,31.834863,m_690
u_288350,s_3609851,"2017/8/1 13:20",122.347601,31.834063,m_690
u_421508,s_1719280,"2017/8/1 14:30",122.347124,31.835105,m_690
u_500149,s_824128,"2017/8/1 7:30",122.346458,31.834779,m_690
u_588362,s_824128,"2017/8/1 19:30",122.346522,31.834815,m_690
u_726261,s_3609851,"2017/8/1 19:00",122.3472,31.834203,m_690
u_1245146,s_389825,"2017/8/1 17:40",122.346894,31.834542,m_690
u_1429550,s_221357,"2017/8/1 20:00",122.34658,31.83448,m_690
u_2174518,s_70432,"2017/8/1 14:30",122.347474,31.833699,m_690
u_2532649,s_3578421,"2017/8/1 12:40",122.347702,31.833813,m_690
u_2535519,s_471236,"2017/8/1 12:40",122.346404,31.834883,m_690
u_2535519,s_704259,"2017/8/1 13:10",122.346115,31.834456,m_690
u_2535519,s_70697,"2017/8/1 13:00",122.347019,31.83454,m_690
u_3144052,s_491988,"2017/8/1 18:10",122.347195,31.83481,m_690
u_3316873,s_767494,"2017/8/1 13:30",122.347302,31.833836,m_690
u_3605042,s_149642,"2017/8/1 13:00",122.346937,31.83458,m_690
u_3605042,s_57280,"2017/8/1 18:00",122.346683,31.833611,m_690
u_4245084,s_2000157,"2017/8/1 13:40",122.347424,31.834472,m_690
u_4268177,s_149642,"2017/8/1 11:50",122.346922,31.834545,m_690
u_4401827,s_70432,"2017/8/1 7:40",122.347466,31.833707,m_690
u_4634988,s_3911669,"2017/8/1 16:40",122.347071,31.833748,m_690
u_5058295,s_217698,"2017/8/1 10:50",122.346474,31.834224,m_690
u_5911062,s_298312,"2017/8/1 12:40",122.346376,31.834792,m_690
u_6409770,s_824128,"2017/8/1 11:20",122.346187,31.83479,m_690
u_6409770,s_824128,"2017/8/1 11:30",122.346615,31.834868,m_690
u_6596138,s_389825,"2017/8/1 16:30",122.347011,31.834833,m_690
u_7223544,s_149642,"2017/8/1 18:00",122.346943,31.834569,m_690
u_8828924,s_1228218,"2017/8/1 12:10",122.346326,31.834783,m_690
u_8828924,s_221357,"2017/8/1 16:20",122.347121,31.834234,m_690
u_8876136,s_3345001,"2017/8/1 12:50",122.346941,31.834769,m_690
u_9217198,s_44188,"2017/8/1 12:30",122.346568,31.834417,m_690
u_9794764,s_3836242,"2017/8/1 12:20",122.347645,31.835439,m_690
u_9794764,s_82862,"2017/8/1 12:30",122.346715,31.834855,m_690
u_10233600,s_217698,"2017/8/1 14:40",122.34653,31.834193,m_690
u_11182420,s_5947,"2017/8/1 12:50",122.347397,31.833682,m_690
u_11563458,s_149642,"2017/8/1 11:00",122.346945,31.834567,m_690
u_12006331,s_149642,"2017/8/1 12:40",122.346677,31.834191,m_690
u_13501901,s_3609851,"2017/8/1 13:30",122.347542,31.834086,m_690
u_13656192,s_1587,"2017/8/1 12:20",122.346964,31.83485,m_690
u_13826900,s_1910011,"2017/8/1 13:20",122.34681,31.834369,m_690
u_15605387,s_3836242,"2017/8/1 20:30",122.347507,31.835562,m_690
u_16593941,s_63055,"2017/8/1 12:00",122.34676,31.834862,m_690
u_17772805,s_240723,"2017/8/1 13:20",122.347271,31.833663,m_690
u_17910402,s_12639,"2017/8/1 15:50",122.347165,31.833899,m_690
u_18016374,s_321001,"2017/8/1 12:40",122.346903,31.833834,m_690
u_18832754,s_405021,"2017/8/1 13:00",122.346269,31.834693,m_690
u_19178559,s_3609851,"2017/8/1 20:40",122.347434,31.833801,m_690
u_19680299,s_149642,"2017/8/1 8:50",122.346945,31.834573,m_690
u_21113887,s_149642,"2017/8/1 16:40",122.346705,31.834448,m_690
u_21415994,s_455479,"2017/8/1 21:00",122.346241,31.833982,m_690
u_21751313,s_432564,"2017/8/1 19:30",122.347397,31.834531,m_690
u_21784622,s_304431,"2017/8/1 20:40",122.346273,31.835071,m_690
u_22639011,s_398375,"2017/8/1 19:40",122.347756,31.83391,m_690
u_22978676,s_217698,"2017/8/1 12:30",122.346555,31.8342,m_690
u_23264548,s_298312,"2017/8/1 14:10",122.346597,31.834994,m_690
u_23512329,s_68741,"2017/8/1 16:30",122.346815,31.833758,m_690
u_24494388,s_149642,"2017/8/1 8:20",122.346945,31.834529,m_690
u_24604960,s_98246,"2017/8/1 12:50",122.346236,31.834146,m_690
u_25547395,s_149642,"2017/8/1 7:40",122.346944,31.834567,m_690
u_25985235,s_53708,"2017/8/1 13:30",122.346909,31.833875,m_690
u_25985235,s_53708,"2017/8/1 13:30",122.347108,31.833717,m_690
u_26086055,s_3345001,"2017/8/1 16:10",122.346995,31.834879,m_690
u_26424617,s_149642,"2017/8/1 14:40",122.346922,31.834545,m_690
u_26839786,s_3345001,"2017/8/1 13:20",122.346662,31.83481,m_690
u_27321164,s_149642,"2017/8/1 11:30",122.346946,31.834793,m_690
u_27358774,s_266675,"2017/8/1 18:40",122.346572,31.835019,m_690
u_27975244,s_266675,"2017/8/1 19:30",122.346597,31.834994,m_690
u_28005161,s_211875,"2017/8/1 17:30",122.347278,31.83488,m_690
u_28078084,s_43301,"2017/8/1 19:00",122.347232,31.833822,m_690
u_28874735,s_287617,"2017/8/1 12:10",122.346469,31.834279,m_690
u_30239582,s_298312,"2017/8/1 20:00",122.346646,31.835005,m_690
u_31152775,s_43301,"2017/8/1 13:00",122.347198,31.833988,m_690
u_31345090,s_149642,"2017/8/1 7:20",122.346958,31.834528,m_690
u_31806840,s_304431,"2017/8/1 13:40",122.346072,31.835015,m_690
u_32804477,s_149642,"2017/8/1 17:00",122.346984,31.834845,m_690
u_33097624,s_70432,"2017/8/1 15:10",122.347471,31.833705,m_690
u_33278770,s_15012,"2017/8/1 12:20",122.34664,31.834176,m_690
u_33278770,s_217698,"2017/8/1 12:10",122.346471,31.834232,m_690
u_33286100,s_43301,"2017/8/1 11:50",122.347465,31.833859,m_690
u_33286100,s_43301,"2017/8/1 11:50",122.347398,31.833852,m_690
u_34187513,s_850768,"2017/8/1 19:50",122.347677,31.833928,m_690
u_34510142,s_172852,"2017/8/1 12:20",122.34628,31.834716,m_690
u_35676705,s_287617,"2017/8/1 13:20",122.346472,31.834269,m_690
u_35777021,s_172852,"2017/8/1 19:20",122.346572,31.834971,m_690
u_35777021,s_149642,"2017/8/1 21:00",122.346941,31.834571,m_690
u_36047421,s_3697,"2017/8/1 18:00",122.346479,31.834391,m_690
u_36474128,s_57280,"2017/8/1 12:40",122.346681,31.833624,m_690
u_36474128,s_633878,"2017/8/1 12:30",122.347434,31.833814,m_690
u_36518829,s_298312,"2017/8/1 10:20",122.346853,31.834839,m_690
u_37975777,s_321001,"2017/8/1 15:40",122.346917,31.833909,m_690
u_38050110,s_1425466,"2017/8/1 16:10",122.346268,31.834695,m_690
u_38050110,s_511059,"2017/8/1 15:20",122.346479,31.834405,m_690
u_38138069,s_304431,"2017/8/1 19:00",122.346256,31.835058,m_690
u_38664991,s_98246,"2017/8/1 18:50",122.346226,31.834147,m_690
u_39117957,s_3697,"2017/8/1 12:20",122.346467,31.834312,m_690
u_39186768,s_3609851,"2017/8/1 18:30",122.347541,31.834131,m_690
u_39538175,s_824128,"2017/8/1 17:10",122.347101,31.835057,m_690
u_39691986,s_486541,"2017/8/1 15:10",122.346982,31.835161,m_690
u_42334230,s_544982,"2017/8/1 18:20",122.346522,31.834815,m_690
u_42410862,s_389825,"2017/8/1 17:20",122.346856,31.834513,m_690
u_43873758,s_389825,"2017/8/1 17:00",122.346875,31.834531,m_690
u_45334660,s_63055,"2017/8/1 13:00",122.346807,31.834945,m_690
u_45390980,s_266675,"2017/8/1 19:00",122.346572,31.835019,m_690
u_45390980,s_221357,"2017/8/1 12:50",122.346801,31.834427,m_690
u_45663452,s_1756,"2017/8/1 12:10",122.346956,31.833589,m_690
u_45848173,s_3609851,"2017/8/1 19:30",122.347598,31.83406,m_690
u_46689168,s_43301,"2017/8/1 19:20",122.347405,31.833848,m_690
u_47498133,s_217698,"2017/8/1 20:50",122.346522,31.834243,m_690
u_47823770,s_3609851,"2017/8/1 13:00",122.347117,31.83397,m_690
u_48301460,s_2258,"2017/8/1 14:30",122.346094,31.834286,m_690
u_49057559,s_287617,"2017/8/1 18:30",122.346469,31.834285,m_690
u_51210274,s_16473,"2017/8/1 13:50",122.346673,31.833571,m_690
u_51325298,s_389825,"2017/8/1 18:50",122.346877,31.834549,m_690
u_52571045,s_405021,"2017/8/1 19:40",122.346247,31.834715,m_690
u_53010535,s_1138950,"2017/8/1 19:40",122.347749,31.833902,m_690
u_53769112,s_1756,"2017/8/1 11:30",122.346627,31.83351,m_690
u_54260224,s_53708,"2017/8/1 18:30",122.346553,31.834446,m_690
u_54849957,s_16473,"2017/8/1 17:10",122.346675,31.83359,m_690
u_54901642,s_9147,"2017/8/1 12:50",122.346497,31.834223,m_690
u_55081149,s_645725,"2017/8/1 11:40",122.346916,31.834794,m_690
u_55431496,s_211875,"2017/8/1 12:50",122.347287,31.83488,m_690
u_55458743,s_149642,"2017/8/1 14:20",122.346995,31.834105,m_690
u_55478736,s_221357,"2017/8/1 17:10",122.34668,31.834502,m_690
u_55478736,s_2833968,"2017/8/1 13:50",122.346839,31.834838,m_690
u_56051469,s_304431,"2017/8/1 13:30",122.346231,31.83506,m_690
u_57459351,s_511059,"2017/8/1 20:10",122.346498,31.83443,m_690
u_57810647,s_9147,"2017/8/1 13:20",122.346474,31.834225,m_690
u_58426575,s_1756,"2017/8/1 12:00",122.346664,31.833535,m_690
u_58786465,s_321001,"2017/8/1 21:10",122.346917,31.833906,m_690
u_60009994,s_217698,"2017/8/1 11:40",122.346548,31.834132,m_690
u_60009994,s_217698,"2017/8/1 11:40",122.346501,31.834224,m_690
u_60009994,s_217698,"2017/8/1 11:40",122.346505,31.83422,m_690
u_60633023,s_94841,"2017/8/1 20:40",122.34672,31.834388,m_690
u_60633023,s_217698,"2017/8/1 20:10",122.346509,31.834221,m_690
u_61166116,s_149642,"2017/8/1 19:20",122.17002,31.822226,m_690
u_61620309,s_200652,"2017/8/1 15:00",122.346471,31.834394,m_690
u_62131949,s_149642,"2017/8/1 8:40",122.346762,31.834378,m_690
u_63423977,s_544982,"2017/8/1 19:50",122.346343,31.834702,m_690
u_35879,s_555720,"2017/8/1 15:10",122.34655,31.834456,m_690
u_86593,s_12639,"2017/8/1 13:20",122.34712,31.834172,m_690
u_172527,s_217698,"2017/8/1 13:10",122.346551,31.834183,m_690
u_206815,s_1091614,"2017/8/1 10:10",122.346726,31.834189,m_690
u_262758,s_304431,"2017/8/1 13:00",122.346458,31.834779,m_690
u_332550,s_471236,"2017/8/1 13:00",122.346691,31.834828,m_690
u_408708,s_9147,"2017/8/1 20:30",122.346551,31.834214,m_690
u_450447,s_1848170,"2017/8/1 19:00",122.34634,31.833617,m_690
u_450447,s_1848170,"2017/8/1 16:40",122.346521,31.833642,m_690
u_450447,s_394554,"2017/8/1 20:30",122.346853,31.834839,m_690
u_526738,s_416299,"2017/8/1 19:50",122.347755,31.835303,m_690
u_1258377,s_172852,"2017/8/1 12:40",122.346269,31.834693,m_690
u_1341718,s_149642,"2017/8/1 8:20",122.346949,31.834526,m_690
u_1341718,s_149642,"2017/8/1 17:10",122.34693,31.834565,m_690
u_1472788,s_491151,"2017/8/1 19:30",122.347372,31.834559,m_690
u_1472788,s_149642,"2017/8/1 14:00",122.346705,31.834448,m_690
u_1783266,s_3836242,"2017/8/1 18:40",122.34762,31.835468,m_690
u_1851835,s_824128,"2017/8/1 13:10",122.346692,31.834739,m_690
u_1851835,s_824128,"2017/8/1 13:10",122.346187,31.83479,m_690
u_2187403,s_3578421,"2017/8/1 12:50",122.347518,31.833912,m_690
u_2748575,s_149642,"2017/8/1 12:20",122.34651,31.834434,m_690
u_3068369,s_517730,"2017/8/1 17:00",122.347062,31.83384,m_690
u_3186001,s_3697,"2017/8/1 11:20",122.346484,31.834406,m_690
u_3447167,s_1756,"2017/8/1 17:00",122.346936,31.833592,m_690
u_3548238,s_3806668,"2017/8/1 20:40",122.346356,31.833939,m_690
u_3870689,s_3609851,"2017/8/1 20:00",122.347599,31.834039,m_690
u_4288618,s_304431,"2017/8/1 11:50",122.34619,31.835101,m_690
u_4946788,s_824128,"2017/8/1 9:00",122.346458,31.834779,m_690
u_5211194,s_298312,"2017/8/1 12:30",122.346427,31.834792,m_690
u_5621096,s_544982,"2017/8/1 13:20",122.346874,31.835003,m_690
u_7748286,s_633878,"2017/8/1 13:00",122.347454,31.83373,m_690
u_9834585,s_455479,"2017/8/1 12:40",122.346451,31.833794,m_690
u_9899998,s_70432,"2017/8/1 9:50",122.347463,31.833711,m_690
u_10676373,s_3836242,"2017/8/1 18:50",122.347645,31.835439,m_690
u_11517823,s_12639,"2017/8/1 12:50",122.347255,31.834072,m_690
u_11848234,s_298312,"2017/8/1 17:10",122.346572,31.835019,m_690
u_11885692,s_266675,"2017/8/1 19:10",122.346269,31.834693,m_690
u_12166250,s_1910011,"2017/8/1 13:20",122.346708,31.834445,m_690
u_13307960,s_467203,"2017/8/1 13:50",122.346469,31.834278,m_690
u_13309755,s_2833968,"2017/8/1 12:40",122.346928,31.834808,m_690
u_14552957,s_217698,"2017/8/1 13:50",122.346502,31.834227,m_690
u_14632014,s_532828,"2017/8/1 17:20",122.346997,31.83515,m_690
u_15074810,s_511059,"2017/8/1 18:40",122.346471,31.834401,m_690
u_15074810,s_240723,"2017/8/1 18:00",122.347353,31.833682,m_690
u_15803116,s_824128,"2017/8/1 10:00",122.347039,31.83489,m_690
u_16044888,s_287617,"2017/8/1 12:30",122.346467,31.834292,m_690
u_17208897,s_44188,"2017/8/1 21:50",122.346649,31.834171,m_690
u_17494820,s_44188,"2017/8/1 21:20",122.346677,31.834227,m_690
u_18044535,s_240723,"2017/8/1 14:20",122.347335,31.833677,m_690
u_18338553,s_1217813,"2017/8/1 16:20",122.346674,31.834812,m_690
u_18388968,s_2265,"2017/8/1 16:10",122.346221,31.834565,m_690
u_18394564,s_3609851,"2017/8/1 21:40",122.34751,31.834309,m_690
u_18730922,s_455479,"2017/8/1 19:10",122.346221,31.833986,m_690
u_18853551,s_3836242,"2017/8/1 14:10",122.347629,31.83547,m_690
u_19156385,s_1425466,"2017/8/1 19:20",122.346046,31.834327,m_690
u_19547935,s_298312,"2017/8/1 11:20",122.346597,31.834994,m_690
u_20190398,s_63055,"2017/8/1 20:30",122.346798,31.834946,m_690
u_21138032,s_217698,"2017/8/1 12:40",122.346523,31.834214,m_690
u_21138032,s_44188,"2017/8/1 12:40",122.346782,31.834361,m_690
u_21224972,s_304431,"2017/8/1 12:30",122.34682,31.834969,m_690
u_21377158,s_43301,"2017/8/1 10:30",122.347311,31.833844,m_690
u_21861541,s_3345001,"2017/8/1 11:00",122.346664,31.834963,m_690
u_22036626,s_3345001,"2017/8/1 12:30",122.346981,31.834814,m_690
u_22663562,s_5947,"2017/8/1 17:00",122.347335,31.833673,m_690
u_22919304,s_392580,"2017/8/1 18:00",122.346451,31.833809,m_690
u_23701763,s_517730,"2017/8/1 21:10",122.346888,31.833783,m_690
u_24044092,s_532828,"2017/8/1 18:20",122.346853,31.834839,m_690
u_24319970,s_471236,"2017/8/1 15:30",122.34646,31.834904,m_690
u_24784459,s_53708,"2017/8/1 12:50",122.346511,31.834401,m_690
u_24846501,s_432564,"2017/8/1 12:10",122.347424,31.834472,m_690
u_25230135,s_532828,"2017/8/1 17:10",122.346631,31.834894,m_690
u_25490963,s_149642,"2017/8/1 9:10",122.346958,31.834528,m_690
u_25517940,s_389825,"2017/8/1 20:10",122.346938,31.834579,m_690
u_25671527,s_1203375,"2017/8/1 13:50",122.346611,31.833658,m_690
u_25889375,s_298312,"2017/8/1 11:40",122.346187,31.834905,m_690
u_25889375,s_149642,"2017/8/1 7:40",122.346942,31.834576,m_690
u_26206686,s_511059,"2017/8/1 11:20",122.346485,31.834407,m_690
u_26376491,s_9147,"2017/8/1 19:30",122.346555,31.834209,m_690
u_27023754,s_3836242,"2017/8/1 20:10",122.347632,31.835478,m_690
u_27371038,s_491988,"2017/8/1 18:40",122.347198,31.834815,m_690
u_28246740,s_3578421,"2017/8/1 12:30",122.347519,31.833858,m_690
u_28305204,s_3836242,"2017/8/1 12:20",122.347943,31.835354,m_690
u_28305204,s_824128,"2017/8/1 11:40",122.346692,31.834739,m_690
u_28340219,s_3345001,"2017/8/1 12:20",122.346662,31.83481,m_690
u_28814242,s_389825,"2017/8/1 12:30",122.346894,31.834542,m_690
u_30238134,s_149642,"2017/8/1 9:10",122.346651,31.83417,m_690
u_30386245,s_43301,"2017/8/1 13:00",122.347377,31.833898,m_690
u_30429418,s_3875945,"2017/8/1 18:40",122.346374,31.834014,m_690
u_30488684,s_298312,"2017/8/1 15:40",122.346597,31.834994,m_690
u_30505865,s_3911669,"2017/8/1 12:10",122.346445,31.833699,m_690
u_30610323,s_240723,"2017/8/1 19:50",122.347319,31.833676,m_690
u_30843675,s_3836242,"2017/8/1 16:40",122.347692,31.83541,m_690
u_30843675,s_3836242,"2017/8/1 16:40",122.347692,31.83541,m_690
u_30941167,s_298312,"2017/8/1 14:30",122.346853,31.834839,m_690
u_31283435,s_16473,"2017/8/1 12:10",122.346681,31.83361,m_690
u_31318070,s_3836242,"2017/8/1 20:30",122.347664,31.835437,m_690
u_31783292,s_3836242,"2017/8/1 20:30",122.347571,31.835514,m_690
u_32210633,s_149642,"2017/8/1 18:00",122.34693,31.83464,m_690
u_32829630,s_495780,"2017/8/1 12:00",122.346935,31.83501,m_690
u_33038325,s_824128,"2017/8/1 22:50",122.346458,31.834779,m_690
u_33339727,s_824128,"2017/8/1 17:20",122.347042,31.834882,m_690
u_34880358,s_389825,"2017/8/1 18:00",122.346783,31.834462,m_690
u_35403704,s_149642,"2017/8/1 13:50",122.347002,31.834112,m_690
u_35763903,s_298312,"2017/8/1 10:30",122.346572,31.835019,m_690
u_36147921,s_389825,"2017/8/1 18:20",122.346707,31.834417,m_690
u_36639934,s_149642,"2017/8/1 7:40",122.346958,31.834528,m_690
u_37232898,s_70432,"2017/8/1 12:30",122.347472,31.833699,m_690
u_37417602,s_3697,"2017/8/1 16:50",122.346467,31.834313,m_690
u_37668035,s_152386,"2017/8/1 13:50",122.346351,31.834805,m_690
u_37771935,s_298312,"2017/8/1 13:10",122.346572,31.835019,m_690
u_37967530,s_511059,"2017/8/1 15:20",122.345976,31.834555,m_690
u_38618067,s_15012,"2017/8/1 20:50",122.346506,31.83422,m_690
u_38618067,s_9147,"2017/8/1 21:00",122.346487,31.834199,m_690
u_39178794,s_304431,"2017/8/1 12:10",122.346544,31.834817,m_690
u_41411693,s_75575,"2017/8/1 12:00",122.346939,31.833995,m_690
u_41437617,s_486541,"2017/8/1 10:50",122.346911,31.835005,m_690
u_42942390,s_304431,"2017/8/1 13:20",122.34619,31.835116,m_690
u_43540554,s_389825,"2017/8/1 12:50",122.346803,31.834462,m_690
u_44479264,s_211875,"2017/8/1 10:00",122.347274,31.834945,m_690
u_44685942,s_1848170,"2017/8/1 15:40",122.346524,31.83365,m_690
u_44999700,s_200652,"2017/8/1 13:10",122.346472,31.834405,m_690
u_44999700,s_1425466,"2017/8/1 12:40",122.346141,31.834517,m_690
u_46160546,s_491151,"2017/8/1 20:40",122.347385,31.834544,m_690
u_46499506,s_645725,"2017/8/1 13:10",122.346874,31.834821,m_690
u_46499506,s_656813,"2017/8/1 13:00",122.346848,31.834831,m_690
u_47560486,s_3609851,"2017/8/1 21:10",122.347102,31.833914,m_690
u_47775214,s_394554,"2017/8/1 13:10",122.346597,31.834994,m_690
u_47999263,s_9147,"2017/8/1 12:10",122.346486,31.8342,m_690
u_48410852,s_432564,"2017/8/1 21:20",122.347387,31.834548,m_690
u_48839360,s_211875,"2017/8/1 12:20",122.347256,31.834987,m_690
u_49485036,s_149642,"2017/8/1 9:50",122.346946,31.834562,m_690
u_49957674,s_211875,"2017/8/1 13:00",122.346972,31.83479,m_690
u_49987714,s_3836242,"2017/8/1 15:10",122.347669,31.835429,m_690
u_50935747,s_3697,"2017/8/1 11:40",122.346469,31.83433,m_690
u_51355012,s_321001,"2017/8/1 11:50",122.346917,31.833912,m_690
u_51995897,s_698115,"2017/8/1 15:20",122.346141,31.834386,m_690
u_53104747,s_555720,"2017/8/1 12:10",122.346582,31.834393,m_690
u_53491362,s_9147,"2017/8/1 8:20",122.346481,31.834241,m_690
u_55001391,s_217698,"2017/8/1 11:10",122.346555,31.834209,m_690
u_55154913,s_321001,"2017/8/1 12:30",122.346913,31.833895,m_690
u_55400686,s_5947,"2017/8/1 11:30",122.347398,31.833687,m_690
u_55992637,s_405021,"2017/8/1 13:00",122.346269,31.834693,m_690
u_56446607,s_71589,"2017/8/1 13:00",122.346881,31.833697,m_690
u_56525238,s_43301,"2017/8/1 20:30",122.347219,31.834181,m_690
u_56525238,s_43301,"2017/8/1 20:30",122.34706,31.834131,m_690
u_56759814,s_3697,"2017/8/1 17:40",122.346479,31.834388,m_690
u_57621049,s_824128,"2017/8/1 14:10",122.347035,31.834885,m_690
u_57658597,s_3345001,"2017/8/1 13:00",122.346993,31.834859,m_690
u_57685044,s_2789464,"2017/8/1 18:20",122.346622,31.834251,m_690
u_57688623,s_57280,"2017/8/1 12:50",122.346679,31.833641,m_690
u_57942744,s_287617,"2017/8/1 11:00",122.346469,31.83428,m_690
u_60047212,s_149642,"2017/8/1 8:20",122.346946,31.83458,m_690
u_61573859,s_3836242,"2017/8/1 14:50",122.34767,31.835427,m_690
u_62647306,s_149642,"2017/8/1 11:00",122.346935,31.834546,m_690
u_62767867,s_467203,"2017/8/1 19:10",122.346468,31.834291,m_690
u_63290323,s_44188,"2017/8/1 14:00",122.346649,31.834171,m_690
u_63290323,s_217698,"2017/8/1 14:10",122.346551,31.834215,m_690
u_63487223,s_824128,"2017/8/1 20:10",122.346686,31.83489,m_690
u_63601097,s_432564,"2017/8/1 11:30",122.347389,31.834547,m_690
u_69760,s_70432,"2017/8/1 12:50",122.347472,31.833704,m_690
u_253639,s_149642,"2017/8/1 9:10",122.346677,31.834191,m_690
