user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_145445,s_240723,"2017/8/2 18:50",122.347295,31.833665,m_690
u_188485,s_432564,"2017/8/2 18:10",122.347398,31.834524,m_690
u_203423,s_3911669,"2017/8/2 16:00",122.346822,31.833583,m_690
u_203423,s_149642,"2017/8/2 8:50",122.346946,31.834572,m_690
u_203423,s_298312,"2017/8/2 17:50",122.34647,31.834795,m_690
u_253001,s_486541,"2017/8/2 17:10",122.346897,31.835001,m_690
u_259285,s_3836242,"2017/8/2 11:00",122.347651,31.835446,m_690
u_315118,s_43301,"2017/8/2 12:40",122.347359,31.833726,m_690
u_367043,s_149642,"2017/8/2 8:50",122.34697,31.83481,m_690
u_367043,s_298312,"2017/8/2 19:30",122.346251,31.834665,m_690
u_395761,s_26,"2017/8/2 20:40",122.34763,31.833819,m_690
u_395761,s_221357,"2017/8/2 20:20",122.347109,31.834191,m_690
u_554800,s_3697,"2017/8/2 18:00",122.346482,31.834379,m_690
u_606136,s_3836242,"2017/8/2 14:00",122.347623,31.835448,m_690
u_749478,s_211875,"2017/8/2 19:20",122.347274,31.834945,m_690
u_1271571,s_12639,"2017/8/2 12:30",122.347108,31.834163,m_690
u_1286962,s_44188,"2017/8/2 17:00",122.34658,31.83448,m_690
u_1286962,s_44188,"2017/8/2 16:50",122.34658,31.83448,m_690
u_1286962,s_44188,"2017/8/2 17:00",122.34658,31.83448,m_690
u_1324157,s_298312,"2017/8/2 18:50",122.346269,31.834682,m_690
u_2259743,s_321001,"2017/8/2 20:10",122.346912,31.833886,m_690
u_2412268,s_432564,"2017/8/2 19:40",122.34739,31.834535,m_690
u_2638111,s_3031268,"2017/8/2 13:40",122.347013,31.835131,m_690
u_2677307,s_304431,"2017/8/2 16:20",122.346325,31.834928,m_690
u_2968548,s_304431,"2017/8/2 12:50",122.346214,31.835114,m_690
u_3036010,s_43301,"2017/8/2 20:50",122.347531,31.833925,m_690
u_3036010,s_43301,"2017/8/2 20:10",122.347241,31.833819,m_690
u_3069568,s_3345001,"2017/8/2 14:50",122.347032,31.83484,m_690
u_3103365,s_1587,"2017/8/2 15:20",122.346966,31.834852,m_690
u_3145368,s_298312,"2017/8/2 11:30",122.346572,31.835019,m_690
u_3452908,s_511059,"2017/8/2 19:50",122.346471,31.834405,m_690
u_3595252,s_149642,"2017/8/2 8:20",122.346946,31.834571,m_690
u_4253998,s_1910011,"2017/8/2 21:00",122.346804,31.834373,m_690
u_4398070,s_149642,"2017/8/2 17:30",122.346932,31.834546,m_690
u_6848079,s_3345001,"2017/8/2 14:40",122.346827,31.834954,m_690
u_6848079,s_266675,"2017/8/2 14:20",122.346853,31.834839,m_690
u_8876136,s_3345001,"2017/8/2 13:00",122.346995,31.834879,m_690
u_9322321,s_149642,"2017/8/2 8:30",122.346947,31.834576,m_690
u_9566060,s_3836242,"2017/8/2 15:40",122.347626,31.835462,m_690
u_9890033,s_741330,"2017/8/2 18:50",122.346934,31.835009,m_690
