user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_177615,s_555720,"2017/8/9 16:30",122.346478,31.834399,m_690
u_989098,s_3806668,"2017/8/9 20:10",122.346457,31.833781,m_690
u_1248077,s_471236,"2017/8/9 19:40",122.34654,31.834923,m_690
u_1446679,s_217698,"2017/8/9 19:40",122.346521,31.834206,m_690
u_1544225,s_389825,"2017/8/9 13:10",122.346868,31.834543,m_690
u_1565329,s_3609851,"2017/8/9 19:00",122.347478,31.833905,m_690
u_1850388,s_3836242,"2017/8/9 20:30",122.347579,31.835488,m_690
u_2028274,s_3836242,"2017/8/9 10:20",122.347567,31.835502,m_690
u_2028274,s_824128,"2017/8/9 9:00",122.346724,31.834989,m_690
u_2159410,s_767494,"2017/8/9 15:00",122.347389,31.833845,m_690
u_2826675,s_633878,"2017/8/9 17:20",122.347387,31.833927,m_690
u_2826675,s_633878,"2017/8/9 17:20",122.347394,31.834009,m_690
u_2826675,s_633878,"2017/8/9 17:20",122.347387,31.833927,m_690
u_2826675,s_633878,"2017/8/9 17:20",122.347394,31.834009,m_690
u_3380535,s_149642,"2017/8/9 18:00",122.346956,31.834528,m_690
u_4253998,s_44188,"2017/8/9 21:30",122.34669,31.834228,m_690
u_4913500,s_455479,"2017/8/9 13:00",122.346152,31.834069,m_690
u_5439570,s_70432,"2017/8/9 12:10",122.347478,31.833692,m_690
u_5526565,s_9147,"2017/8/9 7:40",122.346515,31.834238,m_690
u_6466907,s_217698,"2017/8/9 19:10",122.346572,31.834174,m_690
u_7298122,s_3836242,"2017/8/9 14:40",122.347642,31.835417,m_690
u_7803087,s_287617,"2017/8/9 17:10",122.346469,31.834284,m_690
u_8635501,s_5947,"2017/8/9 12:30",122.347404,31.833682,m_690
u_8665740,s_491151,"2017/8/9 13:10",122.347381,31.83455,m_690
u_10772252,s_287617,"2017/8/9 11:30",122.346469,31.834281,m_690
u_11248130,s_149642,"2017/8/9 8:00",122.346946,31.834574,m_690
u_12211099,s_287617,"2017/8/9 17:20",122.34647,31.834294,m_690
u_12555379,s_298312,"2017/8/9 18:40",122.346646,31.8349,m_690
u_12657586,s_1425466,"2017/8/9 12:50",122.346355,31.834783,m_690
u_13781879,s_633878,"2017/8/9 13:40",122.347407,31.833793,m_690
u_13788663,s_304431,"2017/8/9 11:20",122.346169,31.835102,m_690
u_14423101,s_1203375,"2017/8/9 20:10",122.347095,31.833726,m_690
u_14786333,s_304431,"2017/8/9 13:00",122.346215,31.835149,m_690
u_14998137,s_3609851,"2017/8/9 12:10",122.347597,31.834048,m_690
u_15527272,s_287617,"2017/8/9 13:20",122.346466,31.83429,m_690
u_16812183,s_5947,"2017/8/9 18:50",122.347404,31.833683,m_690
u_17772805,s_240723,"2017/8/9 12:40",122.347275,31.833666,m_690
u_19312043,s_2038606,"2017/8/9 17:00",122.346718,31.834224,m_690
u_19677771,s_3578421,"2017/8/9 12:20",122.347576,31.833814,m_690
u_19680299,s_149642,"2017/8/9 9:00",122.346865,31.834498,m_690
u_21113887,s_16473,"2017/8/9 16:30",122.346659,31.83354,m_690
u_21203498,s_16473,"2017/8/9 20:10",122.346677,31.833603,m_690
u_21989317,s_82862,"2017/8/9 14:30",122.346715,31.834968,m_690
u_23503571,s_3737251,"2017/8/9 17:10",122.346699,31.834409,m_690
u_23616859,s_70432,"2017/8/9 12:10",122.347474,31.833697,m_690
u_23759840,s_149642,"2017/8/9 20:00",122.346937,31.834794,m_690
u_24063970,s_532828,"2017/8/9 17:30",122.346716,31.835032,m_690
u_24939487,s_149642,"2017/8/9 17:20",122.346923,31.834617,m_690
u_25182577,s_240723,"2017/8/9 18:20",122.347368,31.833681,m_690
u_25410201,s_3609851,"2017/8/9 18:10",122.347536,31.834158,m_690
u_25547395,s_149642,"2017/8/9 7:40",122.346943,31.834565,m_690
u_25624074,s_3911669,"2017/8/9 18:20",122.347149,31.833827,m_690
u_25786531,s_9147,"2017/8/9 8:00",122.346486,31.834235,m_690
u_27572976,s_3609851,"2017/8/9 19:10",122.347515,31.834326,m_690
u_27937730,s_3221,"2017/8/9 13:30",122.346951,31.833714,m_690
u_28118128,s_3708149,"2017/8/9 20:30",122.346814,31.833582,m_690
u_29566824,s_149642,"2017/8/9 17:00",122.346881,31.834121,m_690
u_30128477,s_511059,"2017/8/9 20:40",122.34645,31.834429,m_690
u_30128477,s_149642,"2017/8/9 21:00",122.34692,31.834606,m_690
u_31169383,s_12639,"2017/8/9 10:10",122.347139,31.834184,m_690
u_31244168,s_3345001,"2017/8/9 14:00",122.346915,31.834593,m_690
u_31257668,s_16473,"2017/8/9 18:40",122.346657,31.833539,m_690
u_32810780,s_511059,"2017/8/9 15:30",122.346482,31.83441,m_690
u_33184847,s_298312,"2017/8/9 18:50",122.346717,31.83503,m_690
u_33428537,s_645725,"2017/8/9 12:10",122.346569,31.835019,m_690
u_33570650,s_1848170,"2017/8/9 18:10",122.346432,31.833742,m_690
u_35042560,s_9147,"2017/8/9 7:20",122.346491,31.834194,m_690
u_36095978,s_44188,"2017/8/9 20:10",122.346695,31.834394,m_690
u_37124443,s_16473,"2017/8/9 17:00",122.346653,31.833532,m_690
u_37202309,s_1214828,"2017/8/9 20:30",122.347145,31.833858,m_690
u_37202309,s_1214828,"2017/8/9 20:20",122.347136,31.833867,m_690
u_37796799,s_75184,"2017/8/9 12:40",122.346855,31.834491,m_690
u_38169819,s_70697,"2017/8/9 13:40",122.346368,31.834031,m_690
u_38248821,s_98246,"2017/8/9 21:00",122.346224,31.834146,m_690
u_38461636,s_267330,"2017/8/9 18:20",122.346373,31.834792,m_690
u_38478994,s_1203375,"2017/8/9 20:00",122.347231,31.833692,m_690
u_38700486,s_298312,"2017/8/9 16:10",122.346602,31.834993,m_690
u_38867548,s_75575,"2017/8/9 12:40",122.347212,31.834007,m_690
u_39579040,s_3345001,"2017/8/9 15:10",122.346732,31.835,m_690
u_39871787,s_389825,"2017/8/9 13:00",122.346544,31.834224,m_690
u_39871787,s_304431,"2017/8/9 20:30",122.346174,31.835137,m_690
u_39930619,s_149642,"2017/8/9 18:20",122.346932,31.834643,m_690
u_40101893,s_741330,"2017/8/9 18:50",122.346815,31.834996,m_690
u_40281023,s_15012,"2017/8/9 12:40",122.346471,31.834241,m_690
u_41839629,s_298312,"2017/8/9 13:20",122.346717,31.83503,m_690
u_43379257,s_287617,"2017/8/9 20:20",122.34647,31.834276,m_690
u_43873910,s_511059,"2017/8/9 12:10",122.346692,31.834466,m_690
u_44139310,s_211875,"2017/8/9 18:40",122.346916,31.834594,m_690
u_45300713,s_3578421,"2017/8/9 12:00",122.347513,31.833874,m_690
u_45616248,s_3836242,"2017/8/9 12:30",122.347648,31.835445,m_690
u_45864962,s_149642,"2017/8/9 12:10",122.347076,31.833956,m_690
u_46378477,s_633878,"2017/8/9 19:10",122.347399,31.833839,m_690
u_46647381,s_2833968,"2017/8/9 13:00",122.347044,31.835159,m_690
u_48821520,s_287617,"2017/8/9 18:00",122.34647,31.834273,m_690
u_48821520,s_287617,"2017/8/9 18:10",122.346467,31.834292,m_690
u_48999075,s_70432,"2017/8/9 13:10",122.34748,31.833686,m_690
u_49457143,s_304431,"2017/8/9 17:10",122.346155,31.835144,m_690
u_49942817,s_389825,"2017/8/9 14:40",122.346916,31.834594,m_690
u_50266412,s_211875,"2017/8/9 12:20",122.346964,31.834761,m_690
u_50741983,s_824128,"2017/8/9 12:40",122.346667,31.834817,m_690
u_50852276,s_3836242,"2017/8/9 15:40",122.347666,31.835427,m_690
u_51110414,s_767494,"2017/8/9 20:40",122.34723,31.834094,m_690
u_51664877,s_645725,"2017/8/9 13:10",122.346666,31.834915,m_690
u_52583545,s_532828,"2017/8/9 10:00",122.346587,31.8349,m_690
u_53399616,s_3609851,"2017/8/9 19:30",122.3476,31.834064,m_690
u_55346771,s_394554,"2017/8/9 18:50",122.346346,31.834781,m_690
u_56155899,s_53708,"2017/8/9 17:20",122.347124,31.833723,m_690
u_56155899,s_3221,"2017/8/9 18:10",122.347008,31.833713,m_690
u_56847434,s_3806668,"2017/8/9 19:50",122.346478,31.833847,m_690
u_58039638,s_70697,"2017/8/9 19:40",122.347561,31.834304,m_690
u_59629226,s_3806668,"2017/8/9 18:00",122.346438,31.833783,m_690
u_59757442,s_98246,"2017/8/9 16:30",122.346212,31.834135,m_690
u_59757442,s_3836242,"2017/8/9 15:00",122.347639,31.83544,m_690
u_59924489,s_3697,"2017/8/9 19:10",122.34647,31.834319,m_690
u_59924489,s_1425466,"2017/8/9 18:20",122.346564,31.835036,m_690
u_60245104,s_3609851,"2017/8/9 17:30",122.347601,31.834057,m_690
u_60633023,s_3578421,"2017/8/9 19:00",122.347509,31.833877,m_690
u_61135582,s_43301,"2017/8/9 17:10",122.347221,31.83418,m_690
u_62839439,s_287617,"2017/8/9 14:40",122.346469,31.834286,m_690
u_63681410,s_12639,"2017/8/9 16:00",122.347267,31.834063,m_690
u_52865,s_633878,"2017/8/9 18:20",122.347434,31.833764,m_690
u_63712,s_1228218,"2017/8/9 20:40",122.346716,31.835032,m_690
u_97892,s_3836242,"2017/8/9 20:40",122.347659,31.835437,m_690
u_118101,s_3904008,"2017/8/9 17:50",122.346123,31.834324,m_690
u_127041,s_555720,"2017/8/9 15:50",122.346471,31.834354,m_690
u_131259,s_645725,"2017/8/9 12:40",122.346877,31.834803,m_690
u_177170,s_704259,"2017/8/9 19:10",122.346081,31.834053,m_690
u_210884,s_304431,"2017/8/9 19:40",122.346204,31.835152,m_690
u_238908,s_287617,"2017/8/9 18:30",122.346467,31.83429,m_690
u_343341,s_75184,"2017/8/9 13:30",122.346548,31.834415,m_690
u_456576,s_287617,"2017/8/9 18:40",122.346468,31.834277,m_690
u_589274,s_3911669,"2017/8/9 18:20",122.346777,31.833629,m_690
u_768251,s_389825,"2017/8/9 15:00",122.346945,31.834572,m_690
u_830334,s_3609851,"2017/8/9 12:20",122.3476,31.834058,m_690
u_1009424,s_149642,"2017/8/9 17:30",122.34692,31.834607,m_690
u_1396583,s_1850655,"2017/8/9 16:00",122.34611,31.834056,m_690
u_1463111,s_3904008,"2017/8/9 20:30",122.346228,31.834021,m_690
u_1488306,s_149642,"2017/8/9 7:40",122.346948,31.834528,m_690
u_1664158,s_304431,"2017/8/9 13:20",122.34699,31.834905,m_690
u_1674969,s_455479,"2017/8/9 13:00",122.346689,31.83383,m_690
u_2041632,s_645725,"2017/8/9 12:40",122.346582,31.834988,m_690
u_2424027,s_304431,"2017/8/9 18:10",122.346163,31.835094,m_690
u_2748575,s_394554,"2017/8/9 12:40",122.346283,31.834716,m_690
u_3456777,s_389825,"2017/8/9 20:30",122.346958,31.834528,m_690
u_3981665,s_389825,"2017/8/9 10:40",122.346855,31.83451,m_690
u_4348363,s_149642,"2017/8/9 7:50",122.346945,31.834571,m_690
u_4378996,s_2038606,"2017/8/9 18:00",122.346887,31.834537,m_690
u_4878109,s_389825,"2017/8/9 21:30",122.346883,31.834435,m_690
u_5081168,s_3345001,"2017/8/9 12:00",122.346654,31.834855,m_690
u_6010429,s_704259,"2017/8/9 16:30",122.346119,31.83409,m_690
u_6194142,s_3345001,"2017/8/9 12:40",122.346873,31.834768,m_690
u_7704093,s_1228218,"2017/8/9 16:10",122.346582,31.834988,m_690
u_7704093,s_656813,"2017/8/9 16:10",122.346993,31.834936,m_690
u_7704093,s_532828,"2017/8/9 16:20",122.34666,31.834887,m_690
u_8032491,s_486541,"2017/8/9 20:40",122.346982,31.835161,m_690
u_8390605,s_287617,"2017/8/9 17:40",122.346475,31.834277,m_690
u_8723218,s_44188,"2017/8/9 17:10",122.346576,31.834209,m_690
u_8723218,s_217698,"2017/8/9 17:10",122.346627,31.834158,m_690
