user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_203423,s_149642,"2017/8/8 8:50",122.346926,31.834624,m_690
u_253001,s_3031268,"2017/8/8 19:50",122.346728,31.834989,m_690
u_253001,s_486541,"2017/8/8 20:10",122.346982,31.835161,m_690
u_253001,s_12639,"2017/8/8 20:30",122.34726,31.834057,m_690
u_437722,s_767494,"2017/8/8 14:30",122.34735,31.833838,m_690
u_713737,s_1425466,"2017/8/8 18:40",122.34611,31.834056,m_690
u_1111442,s_44188,"2017/8/8 18:30",122.346684,31.834229,m_690
u_1181844,s_432564,"2017/8/8 20:50",122.347388,31.834537,m_690
u_1198733,s_3345001,"2017/8/8 12:50",122.346877,31.834779,m_690
u_1578516,s_149642,"2017/8/8 15:20",122.346875,31.834527,m_690
u_1588911,s_43301,"2017/8/8 19:20",122.347525,31.83385,m_690
u_1666321,s_3836242,"2017/8/8 11:10",122.34767,31.835408,m_690
u_1842856,s_287617,"2017/8/8 15:30",122.346468,31.83429,m_690
u_1900013,s_698115,"2017/8/8 15:00",122.346141,31.834386,m_690
u_2159410,s_1425466,"2017/8/8 16:20",122.346342,31.834794,m_690
u_2415854,s_3836242,"2017/8/8 12:10",122.347614,31.835433,m_690
u_2699224,s_555720,"2017/8/8 15:30",122.346262,31.834515,m_690
u_3176042,s_3031268,"2017/8/8 19:00",122.346929,31.834802,m_690
u_3293745,s_162065,"2017/8/8 12:30",122.347747,31.833935,m_690
u_3367557,s_149642,"2017/8/8 7:40",122.346947,31.834567,m_690
u_3380535,s_9147,"2017/8/8 11:00",122.346547,31.834222,m_690
u_4735055,s_3836242,"2017/8/8 11:50",122.347665,31.835428,m_690
u_5338699,s_511059,"2017/8/8 19:10",122.346476,31.834399,m_690
u_6974777,s_149642,"2017/8/8 9:10",122.347586,31.834139,m_690
u_7561859,s_287617,"2017/8/8 15:40",122.346467,31.834286,m_690
u_7601220,s_3345001,"2017/8/8 12:00",122.346735,31.834996,m_690
u_7941392,s_2833968,"2017/8/8 14:40",122.347222,31.835072,m_690
u_8545363,s_53708,"2017/8/8 14:50",122.34647,31.834346,m_690
