user_id,shop_id,time_stamp,longitude,latitude,mall_id
u_167196,s_149642,"2017/8/29 13:20",122.346935,31.834567,m_690
u_169370,s_94841,"2017/8/29 20:10",122.346463,31.834301,m_690
u_253001,s_486541,"2017/8/29 18:40",122.346887,31.834994,m_690
u_253001,s_486541,"2017/8/29 18:20",122.346891,31.834987,m_690
u_255492,s_390302,"2017/8/29 12:10",122.346158,31.834883,m_690
u_490059,s_298312,"2017/8/29 11:30",122.346325,31.834928,m_690
u_658988,s_287617,"2017/8/29 10:40",122.346466,31.834312,m_690
u_690781,s_211875,"2017/8/29 13:10",122.347037,31.83507,m_690
u_723068,s_555720,"2017/8/29 17:10",122.346654,31.834378,m_690
u_855906,s_149642,"2017/8/29 19:40",122.346956,31.834528,m_690
u_995401,s_200652,"2017/8/29 15:00",122.346512,31.834417,m_690
u_1064045,s_3875945,"2017/8/29 12:50",122.346355,31.834062,m_690
u_1111442,s_5947,"2017/8/29 19:20",122.347342,31.833676,m_690
u_1111442,s_162065,"2017/8/29 19:00",122.347604,31.834119,m_690
u_1112128,s_3836242,"2017/8/29 15:20",122.347673,31.835443,m_690
u_1127390,s_149642,"2017/8/29 17:50",122.346944,31.83453,m_690
u_1271571,s_390302,"2017/8/29 12:10",122.346345,31.834881,m_690
u_1294338,s_287617,"2017/8/29 17:10",122.346468,31.834282,m_690
u_1438785,s_394554,"2017/8/29 11:50",122.346715,31.834963,m_690
u_1586113,s_3737251,"2017/8/29 12:10",122.346732,31.834239,m_690
u_1601351,s_767494,"2017/8/29 20:50",122.347353,31.833846,m_690
u_1899318,s_405021,"2017/8/29 11:40",122.346248,31.834658,m_690
u_2802644,s_287617,"2017/8/29 12:20",122.34647,31.83428,m_690
u_2850205,s_1587,"2017/8/29 13:50",122.346967,31.834853,m_690
u_2850205,s_1719280,"2017/8/29 12:10",122.346989,31.83483,m_690
u_2850205,s_741330,"2017/8/29 15:20",122.346909,31.834995,m_690
u_3071506,s_389825,"2017/8/29 15:50",122.346887,31.834537,m_690
u_3178395,s_3609326,"2017/8/29 13:20",122.347427,31.83369,m_690
u_3428911,s_287617,"2017/8/29 16:10",122.346467,31.834289,m_690
u_3437402,s_304431,"2017/8/29 13:00",122.346223,31.835066,m_690
u_3624831,s_3697,"2017/8/29 13:40",122.346466,31.834309,m_690
u_3876074,s_9147,"2017/8/29 7:40",122.34649,31.834233,m_690
u_4066571,s_9147,"2017/8/29 17:20",122.346488,31.834198,m_690
u_4097671,s_3345001,"2017/8/29 12:00",122.346689,31.834954,m_690
u_4383752,s_532828,"2017/8/29 19:20",122.346664,31.834898,m_690
u_4383752,s_1217813,"2017/8/29 19:50",122.346663,31.834807,m_690
u_4383752,s_1228218,"2017/8/29 19:40",122.346737,31.834841,m_690
